#tileset
tileset2.bmp
32 24
83 	5 	5 	5 	5 	5 	5 	5 	5 	32 	32 	32 	32 	32 	32 	32 	32 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	175 	175 	175 	32 	5 	5 	5 	5 	5 	5 	5 	5 	310 	5 	5 	5 	5 	5 	5 	5 	231 	231 	246 	231 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	79 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	83 	5 	310 	5 	83 	5 	5 	5 	5 	5 	5 	231 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	95 	67 	67 	67 	67 	67 	67 	30 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	5 	80 	5 	5 	5 	5 	5 	5 	80 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	83 	5 	310 	5 	83 	5 	5 	5 	5 	5 	5 	5 	246 	163 	67 	67 	67 	67 	67 	8 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	552 	552 	552 	552 	552 	552 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	80 	5 	5 	552 	552 	552 	552 	552 	552 	552 	552 	5 	5 	80 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	83 	5 	83 	5 	83 	5 	83 	5 	83 	5 	310 	5 	83 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	58 	67 	67 	67 	67 	67 	67 	56 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	552 	552 	552 	5 	5 	5 	5 	552 	552 	552 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	5 	5 	5 	5 	5 	5 	5 	5 	231 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	231 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	552 	552 	552 	5 	5 	5 	5 	5 	5 	552 	552 	552 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	279 	5 	83 	5 	5 	5 	5 	5 	5 	231 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	80 	5 	5 	552 	552 	552 	5 	5 	5 	349 	348 	5 	5 	5 	552 	552 	552 	5 	5 	80 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	231 	231 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	239 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	552 	552 	552 	5 	349 	346 	346 	346 	346 	346 	346 	348 	5 	552 	552 	552 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	83 	5 	83 	5 	83 	5 	83 	5 	83 	5 	83 	5 	83 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	28 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	552 	552 	552 	5 	5 	345 	5 	377 	346 	346 	347 	5 	345 	5 	5 	552 	552 	552 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	163 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	230 	67 	67 	67 	67 	67 	67 	230 	230 	67 	67 	57 	67 	67 	67 	8 	
83 	5 	552 	520 	520 	5 	5 	5 	345 	5 	5 	5 	5 	5 	5 	345 	5 	5 	5 	518 	518 	552 	5 	5 	551 	2 	3 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	553 	551 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	552 	552 	520 	520 	520 	5 	5 	345 	5 	5 	5 	5 	5 	5 	345 	5 	5 	518 	518 	518 	552 	552 	5 	551 	2 	3 	22 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	20 	23 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	194 	195 	67 	67 	67 	67 	67 	67 	67 	67 	250 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	552 	552 	520 	520 	520 	5 	5 	345 	5 	5 	349 	348 	5 	5 	345 	5 	5 	518 	518 	518 	552 	552 	5 	551 	2 	3 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	21 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	210 	211 	179 	193 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	552 	552 	520 	520 	520 	5 	5 	345 	5 	5 	377 	347 	5 	5 	345 	5 	5 	518 	518 	518 	552 	552 	5 	551 	2 	3 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	246 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	208 	165 	209 	67 	67 	67 	67 	230 	67 	67 	67 	230 	67 	67 	67 	67 	67 	8 	67 	67 	67 	8 	
83 	552 	552 	520 	520 	520 	5 	5 	345 	5 	5 	5 	5 	5 	5 	345 	5 	5 	518 	518 	518 	552 	552 	5 	551 	2 	3 	551 	32 	32 	32 	32 	32 	32 	32 	32 	32 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	246 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	167 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	552 	552 	520 	520 	520 	5 	5 	345 	5 	5 	5 	5 	5 	5 	345 	5 	5 	518 	518 	518 	552 	552 	5 	551 	2 	3 	551 	526 	526 	526 	526 	526 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	47 	67 	246 	67 	67 	67 	67 	67 	183 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	246 	67 	67 	67 	67 	67 	67 	44 	8 	
83 	552 	552 	520 	520 	5 	5 	5 	345 	5 	349 	346 	346 	348 	5 	345 	5 	5 	5 	518 	518 	552 	552 	5 	551 	2 	3 	551 	573 	573 	544 	573 	573 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	246 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	552 	583 	583 	583 	5 	5 	377 	346 	346 	346 	346 	346 	346 	347 	5 	5 	583 	583 	583 	552 	5 	5 	551 	2 	3 	551 	526 	526 	576 	526 	526 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	44 	8 	
83 	5 	5 	552 	552 	552 	583 	221 	5 	5 	5 	377 	347 	5 	5 	5 	189 	583 	552 	552 	552 	5 	5 	5 	551 	2 	3 	551 	573 	573 	576 	573 	573 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	230 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	14 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	552 	552 	552 	583 	221 	5 	5 	5 	5 	5 	5 	189 	583 	552 	552 	552 	5 	5 	5 	5 	551 	2 	3 	551 	617 	617 	576 	526 	526 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	60 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	552 	552 	552 	583 	221 	5 	5 	5 	5 	189 	583 	552 	552 	552 	5 	5 	5 	5 	5 	551 	2 	3 	551 	617 	617 	576 	573 	573 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	226 	227 	67 	67 	67 	44 	8 	
83 	5 	5 	5 	5 	5 	552 	552 	552 	583 	221 	5 	5 	189 	583 	552 	552 	552 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	617 	617 	576 	526 	526 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	163 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	42 	67 	67 	67 	67 	67 	67 	67 	67 	242 	243 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	552 	552 	552 	583 	583 	583 	583 	552 	552 	552 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	573 	573 	576 	573 	573 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	137 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	5 	552 	552 	524 	558 	558 	524 	552 	552 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	526 	526 	576 	526 	526 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	231 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	99 	100 	83 	524 	558 	558 	524 	83 	101 	102 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	573 	573 	640 	573 	573 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	67 	67 	67 	67 	67 	67 	239 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	83 	524 	558 	558 	524 	83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	526 	526 	526 	526 	526 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	137 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	83 	524 	558 	558 	524 	83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	32 	32 	32 	32 	32 	32 	5 	5 	5 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	58 	67 	67 	8 	
83 	5 	5 	5 	5 	5 	5 	5 	32 	32 	583 	583 	583 	583 	32 	32 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	32 	32 	32 	32 	32 	32 	32 	32 	32 	32 	32 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	32 	32 	32 	32 	32 	32 	583 	583 	583 	583 	583 	583 	32 	32 	32 	32 	32 	32 	5 	5 	5 	551 	2 	3 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	32 	514 	551 	551 	514 	551 	551 	551 	551 	551 	551 	551 	551 	512 	551 	551 	512 	32 	5 	5 	5 	551 	2 	3 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	32 	514 	551 	551 	514 	551 	551 	514 	551 	551 	512 	551 	551 	512 	551 	551 	512 	32 	5 	5 	5 	551 	2 	3 	32 	32 	551 	551 	551 	551 	551 	551 	551 	551 	32 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	56 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	32 	514 	551 	551 	514 	551 	551 	514 	551 	551 	512 	551 	551 	512 	551 	551 	512 	32 	5 	5 	5 	551 	2 	3 	551 	32 	551 	514 	514 	514 	551 	514 	514 	514 	32 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	8 	
83 	5 	5 	32 	514 	551 	551 	514 	551 	551 	514 	551 	551 	512 	551 	551 	512 	551 	551 	512 	32 	5 	5 	5 	551 	2 	3 	551 	32 	551 	512 	512 	512 	551 	512 	512 	512 	32 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	67 	67 	131 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	131 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	131 	67 	67 	67 	8 	
83 	5 	5 	32 	514 	551 	551 	514 	551 	551 	514 	551 	551 	512 	551 	551 	512 	551 	551 	512 	32 	5 	5 	5 	551 	2 	3 	551 	32 	551 	551 	551 	551 	551 	551 	551 	551 	32 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	246 	246 	246 	246 	246 	246 	246 	246 	231 	231 	246 	246 	246 	246 	246 	246 	246 	246 	5 	5 	246 	246 	246 	246 	246 	246 	246 	246 	8 	
83 	5 	5 	32 	514 	551 	551 	514 	551 	551 	514 	551 	551 	512 	551 	551 	512 	551 	551 	512 	32 	5 	5 	5 	551 	2 	3 	551 	32 	514 	514 	514 	514 	514 	514 	514 	514 	32 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	246 	246 	246 	5 	5 	5 	231 	5 	5 	5 	5 	246 	246 	246 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	32 	514 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	512 	32 	5 	5 	5 	551 	2 	3 	551 	32 	32 	32 	32 	32 	32 	32 	32 	32 	32 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	246 	246 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	32 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	32 	5 	5 	5 	551 	2 	3 	551 	549 	523 	552 	552 	552 	572 	574 	523 	523 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	246 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	32 	32 	32 	32 	32 	32 	32 	32 	551 	551 	32 	32 	32 	32 	32 	32 	32 	32 	5 	5 	5 	551 	2 	3 	551 	549 	523 	523 	523 	523 	572 	574 	523 	523 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	32 	551 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	549 	549 	549 	549 	549 	549 	549 	549 	549 	551 	2 	35 	22 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	20 	23 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	32 	551 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	549 	549 	549 	527 	527 	527 	527 	527 	549 	551 	2 	35 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	21 	35 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	32 	551 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	549 	549 	549 	549 	549 	549 	549 	549 	549 	551 	2 	35 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	32 	551 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	545 	546 	546 	546 	546 	546 	546 	546 	548 	551 	2 	35 	551 	5 	5 	278 	278 	278 	278 	278 	278 	278 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	32 	551 	551 	32 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	2 	3 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	2 	35 	551 	5 	5 	278 	278 	278 	278 	278 	278 	278 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	21 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	555 	556 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	21 	3 	551 	5 	5 	278 	278 	278 	278 	278 	278 	278 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	96 	96 	96 	96 	114 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	38 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	587 	588 	53 	53 	53 	53 	53 	53 	53 	53 	53 	53 	53 	4 	39 	551 	5 	5 	278 	278 	278 	278 	278 	278 	278 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	5 	5 	2 	35 	5 	5 	5 	80 	5 	5 	5 	5 	117 	96 	114 	64 	112 	112 	112 	112 	119 	114 	5 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	2 	3 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	5 	117 	118 	112 	119 	118 	112 	112 	112 	112 	112 	119 	114 	80 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	5 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	148 	112 	112 	112 	119 	96 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	5 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	117 	118 	112 	112 	112 	112 	112 	135 	150 	134 	112 	112 	112 	112 	
83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	5 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	64 	112 	200 	112 	135 	134 	112 	113 	5 	64 	112 	112 	112 	112 	
83 	5 	5 	5 	285 	282 	282 	282 	284 	5 	5 	5 	5 	338 	339 	340 	340 	340 	343 	344 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	5 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	113 	116 	66 	115 	5 	116 	66 	134 	112 	112 	
83 	5 	5 	5 	281 	231 	231 	231 	281 	5 	5 	5 	5 	690 	691 	692 	692 	692 	695 	696 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	288 	5 	310 	310 	310 	310 	310 	310 	310 	5 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	64 	112 	112 	132 	223 	5 	5 	5 	5 	5 	5 	116 	66 	66 	
83 	5 	5 	5 	281 	231 	67 	67 	281 	5 	5 	5 	5 	690 	691 	692 	692 	692 	695 	696 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	320 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	281 	67 	67 	67 	281 	5 	5 	5 	5 	690 	435 	438 	437 	438 	439 	696 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	2 	35 	5 	5 	5 	5 	5 	5 	116 	134 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	281 	231 	231 	231 	281 	5 	5 	5 	5 	690 	691 	692 	501 	692 	695 	696 	5 	5 	5 	5 	551 	2 	3 	22 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	54 	21 	3 	5 	5 	5 	5 	5 	5 	5 	64 	112 	201 	113 	5 	5 	5 	5 	300 	5 	5 	5 	80 	
